video_id,item_id,release_date,status,channel_id,channel_name,subscribers,views,likes,comments,duration,live_status
amKtgVaVfD0,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4yN0M4MTQyRDU4NzJENTZF,2023-03-12 13:30:00+00:00,public,UCvNjdDE6xRuvYVhUGAl2BIQ,2Dutch Music Group,105000,777,25,7,3395.0,none
WGX2kUa3uwc,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS40OEMyOURGNDVDQkY4RjVB,2023-03-13 10:00:16+00:00,public,UCdUXAN90UQV4sxNehj5Vflw,Nora En Pure,349000,46489,1080,140,3595.0,none
05_yPpOwxZ8,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4yMjlBQkEwQURGQThCQTQ2,2023-03-13 11:03:32+00:00,public,UCGZXYc32ri4D0gSLPf2pZXQ,Armada Music TV,5120000,8703,239,22,3835.0,none
zOBz0gIof1s,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42MDhFRERFOUY0QkZCNjZD,2023-03-13 12:00:40+00:00,public,UCGZXYc32ri4D0gSLPf2pZXQ,Armada Music TV,5120000,22043,256,34,3597.0,none
NNGGNkDuXzA,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5FNDlDOTQxMkExNzcyODg1,2023-03-13 14:00:13+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,791000,2480,113,14,1621.0,none
XdTGg00D0Ds,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4zQTU3QTQ3NTdBM0U0MkY0,2023-03-13 15:00:20+00:00,public,UC3S6m1mbQbyYed33uK3-n1w,Smash The House,333000,683,42,5,3309.0,none
6usH0JOSyF8,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4yOEU3MTk2MDU2NDEyQTcw,2023-03-13 17:15:46+00:00,public,UCbDgBFAketcO26wz-pR6OKA,Anjunadeep,554000,10185,259,22,3618.0,none
ceU0IFbJVYQ,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42OUU3REVBNUI5NERENkFC,2023-03-14 13:00:33+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,791000,93335,3474,278,5301.0,none
8qL-4FNfgRM,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5GOUQ3NkVFMzJFODA3QkI2,2023-03-14 14:00:07+00:00,public,UCpiZh3AGeTygzfmUgioOFFg,Toolroom Records,443000,3611,155,17,3598.0,none
Ofaepe2Fwfs,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5CRTFGREIxNTVBRDA5MUFG,2023-03-14 14:00:10+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3360000,5514,165,13,3119.0,none
TPQeP-D_Dec,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS44NTc3RDRBMjUzOEJEQzFC,2023-03-14 14:52:06+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3360000,8859,315,25,2997.0,none
V-jRATzefcQ,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS41OEJGODk1MTRGOTEzRDk2,2023-03-14 15:52:09+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3360000,4930,146,7,3174.0,none
Ve_uoTy4ggg,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5FRTgyMkE0QjQ3RkQxMTMz,2023-03-14 16:00:08+00:00,public,UCOxqgCwgOqC2lMqC5PYz_Dg,Chillhop Music,3280000,220767,4695,355,4333.0,none
60ud2oMwZRA,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5GQjQyMjRFQUYyOUQ5QTFF,2023-03-14 16:35:09+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3360000,11460,502,51,3295.0,none
yRs1EpoLcQU,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5EODMwQ0MyQjgwQTVGRTg2,2023-03-14 17:34:45+00:00,public,UCC1qRH2kSGu7AzBwqEPVnjg,Anjunabeats,314000,8182,326,23,5410.0,none
3LROuiT9l5M,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4zQUVBODMwN0QxOTVFMjkx,2023-03-14 21:23:03+00:00,public,UCr45VhwCBYwMfdN-gz7W_OA,Insomniac,563000,1575,81,5,7233.0,none
FM42WUbrfPU,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4wMkUxMEJGODUzMEY3MEZE,2023-03-15 08:00:06+00:00,public,UC8eXqFK48M3bBSmMO1FRgIA,drumcodeofficial,358000,7003,244,18,3601.0,none
Uht6xAGabCA,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42RkY3NkQ5NUQwODM2Q0RE,2023-03-15 13:00:20+00:00,public,UCu5jfQcpRLm9xhmlSd5S8xw,Armin van Buuren,5460000,313508,11550,1012,21179.0,none
V2_2gyHCpdM,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4xNzE3REZERTU4MjI2QkFG,2023-03-15 14:00:07+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3370000,9569,276,28,3599.0,none
xl0I148a8bU,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4xOTNGMkZCNDRFREMxNjlC,2023-03-15 15:00:07+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3370000,13303,395,46,3412.0,none
zoHk0EX7QJo,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS41Q0ZCMzc2NDA0MEQyM0Ew,2023-03-15 15:57:07+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3370000,11182,235,26,3550.0,none
-h77v1e1ewc,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS45MTVDNzNEMjU3NkVEQzU3,2023-03-15 16:00:10+00:00,public,UCBIfsPaQviN1LpnkWQvAGMQ,1001Tracklists,119000,1060,55,27,3059.0,none
QzfWhNFIYlU,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5EOUUyRkQ1QUJDMUE1MDYw,2023-03-15 16:58:10+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3370000,13697,330,20,3539.0,none
WkGMM-2rr0M,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS43Mjk5MUFDRDQxQjYxQjNG,2023-03-15 17:57:10+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3370000,48145,1199,114,2869.0,none
-qbC5IazYfQ,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5GQzU1N0FGNUU4NDBGMEY0,2023-03-15 17:00:07+00:00,unlisted,UCbDgBFAketcO26wz-pR6OKA,Anjunadeep,554000,20909,857,97,5260.0,none
KYHbIoxiKS8,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS45Nzc0NjZDQjJCNDA1NUE5,2023-03-15 23:36:05+00:00,public,UCNVeD_tHABqF-fvbe20ZsPA,Aly & Fila,145000,8138,342,23,7169.0,none
632bzGnaH0s,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS40NzIyNzExQ0U2NzcxNEEx,2023-03-16 13:45:08+00:00,public,UCLxqd1S685Mpyk9wy8jkVJQ,Dannic,141000,4362,293,65,5213.0,none
PdoPIL-Old0,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4wQkE5RjRERURGNTEyQUY4,2023-03-16 16:00:15+00:00,public,UCiiN5Ld9pGMwcYrLUJfYlCQ,Mixmash Records,137000,177,8,3,3791.0,none
R2z2Sbyqc_U,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4zMzY2NkVFNkI5MzkxMkJD,2023-03-16 16:32:06+00:00,public,UCpDJl2EmP7Oh90Vylx0dZtA,Spinnin' Records,29900000,18256,630,21,3398.0,none
kXoY8mtDLlg,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS41NkYxN0UxOTgwMDY0QUEw,2023-03-16 17:05:51+00:00,public,UCbDgBFAketcO26wz-pR6OKA,Anjunadeep,554000,23899,723,74,3570.0,none
jlHw__QfI5A,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS41MkVGRDAxOENCMjJGMzVB,2023-03-16 21:07:00+00:00,public,UCLFiirHOF-wa3QRExEa4m8A,Nicky Romero,1530000,7531,330,14,3490.0,none
BDKrdTEjSUE,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4xQzFCNzkxMEQyNDM4MTVB,2023-03-16 21:18:50+00:00,public,UCu5jfQcpRLm9xhmlSd5S8xw,Armin van Buuren,5460000,121666,3840,186,7375.0,none
Ec6nMW4zZ7Y,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42NTU2NTAzQzlDMzlEQTcx,2023-03-17 09:01:02+00:00,public,UCO0sfpPwj3PGVVH_jiqBA6A,Future House Cloud,276000,2791,72,20,8415.0,none
Y2fzRj2KwKQ,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4yMkM0N0E0QjU2MDAyOEI2,2023-03-17 12:49:39+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,792000,8194,364,32,3584.0,none
ArnW2hUMFjE,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42M0Y2QUVCNTFDNTlGQzY3,2023-03-17 15:00:05+00:00,public,UCPk3RMMXAfLhMJPFpQhye9g,Tiësto,6430000,62417,1712,168,3579.0,none
BcmtjFW0jew,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5BMEI2Mjc2MDc1OUEwQUI1,2023-03-17 21:00:06+00:00,public,UCmKm7HJdOfkWLyml-fzKlVg,Afrojack,2540000,7349,244,27,3610.0,none
puTMWcxoCR8,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS41MTQyRENGNENEMzYzRTI2,2023-03-17 21:00:10+00:00,public,UCbDgBFAketcO26wz-pR6OKA,Anjunadeep,554000,12017,423,25,2676.0,none
sT_uW_v2PE0,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5GNUVBRTI2NTNDNDFBQ0VD,2023-03-17 21:00:11+00:00,public,UCd61k-5ykv_4RIbQg-Mpvrg,Timmy Trumpet,624000,14608,398,59,3526.0,none
v7HDJjv2KZA,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5FQjgxQTU4NzMzQTJDQ0Ew,2023-03-17 21:15:01+00:00,public,UCVE-ybBDg3UHSUylEVdPAsw,Above & Beyond,1090000,52900,1021,59,7205.0,none
Gf9fvq0eg3s,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS40NkVFQTlFQkUxNTAxMTM0,2023-03-18 02:00:09+00:00,public,UCr45VhwCBYwMfdN-gz7W_OA,Insomniac,563000,1937,86,5,7178.0,none
ybW6gL7ML9E,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5ENjdERTA5NUNCNTg1RDE4,2023-03-18 07:14:48+00:00,public,UCGXkgynD9YyoEIVyqpaUElw,Enhanced Music,93000,3200,107,8,7205.0,none
1PC6moV_uCc,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42MTE3QTgzNjhBRUQwRjg2,2023-03-18 15:00:09+00:00,public,UCtZZIenge-VfCE1eAXgLd4g,Culture Shock by Vintage Culture,11000,3942,201,17,3565.0,none
VBoPAfAIpnc,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5BNDdDN0FCNTJEQzA4RTk3,2023-03-18 15:00:25+00:00,public,UCuCFbUOszL3QkYVUWZzKH8Q,Musical Freedom,731000,2840,145,5,3604.0,none
UKgnsYZ6W4g,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5FQzdDOTc1MkZFNTUwNjJB,2023-03-18 16:00:09+00:00,public,UC-EVnno6x6-aAG6g1ZVoN3A,Oliver Heldens,845000,8148,194,19,5830.0,none
uAsk9VBPUcI,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5FRkJGRTA1N0ZDNkZGRkY3,2023-03-18 16:00:35+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,792000,2564,139,9,1746.0,none
D93Aaawi3jc,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS44RjQ0NTAxNEU2OUQzREVC,2023-03-19 15:00:08+00:00,public,UCMRrge2ToIanH-mU-2sYWFw,Melodic Airwave,174000,759,54,4,2542.0,none
T946qiZarJw,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4xQzI5OTQ5RkQwODhCM0JE,2023-03-19 15:00:16+00:00,public,UCbDgBFAketcO26wz-pR6OKA,Anjunadeep,555000,22290,670,36,2009.0,none
_1YQtpiNS04,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4wMzlCRENBRkQ5RDE3REE0,2023-03-20 10:00:31+00:00,public,UCdUXAN90UQV4sxNehj5Vflw,Nora En Pure,350000,48676,1117,115,3609.0,none
BnCgNoQ9BzI,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS40QTA1OUI0ODA3MzlCQTFG,2023-03-20 10:24:07+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,792000,2959,250,17,1650.0,none
vU75URmVAh8,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS41QUI4N0VBOTNEQkQzQUYz,2023-03-20 12:00:47+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,792000,64829,2429,188,3514.0,none
NOdBCXGubck,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4xNjlBRkE0NUIyOUFEMzg3,2023-03-20 14:00:13+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,792000,2232,151,37,3561.0,none
b0JyAnSNDKc,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS40RjUxRTc4MjAwQzMwOUEy,2023-03-20 13:30:12+00:00,public,UCGZXYc32ri4D0gSLPf2pZXQ,Armada Music TV,5120000,19707,255,61,3601.0,none
ywqMpjr6EbA,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4yMzlGMDIxMjc2OUJBRDM4,2023-03-20 15:00:42+00:00,public,UC3S6m1mbQbyYed33uK3-n1w,Smash The House,333000,1562,96,5,3355.0,none
1diyiTYgzSI,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4yOTJFRDYwQjYxN0JCOTU0,2023-03-20 16:00:01+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,792000,16484,681,61,3631.0,none
rtXVvu3WAfA,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42MjM3NkY5MDM5RENBMDky,2023-03-21 01:00:09+00:00,public,UCrUT57KGEzrCrmLb4PRgluw,DIM MAK,558000,1312,37,5,3607.0,none
lRK6UvYLbNQ,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42QUVFRkIyNkU3QzE4MDQ4,2023-03-21 12:00:38+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,793000,14980,678,63,3497.0,none
c27hiDTCPb8,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS41NUY1MDNCMkEyQjVBQkU2,2023-03-21 14:00:16+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,793000,15972,726,70,3736.0,none
fZZ3MeG7flU,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS44QkY2MjZEQzdDMTIyMDVF,2023-03-21 14:00:17+00:00,public,UCpiZh3AGeTygzfmUgioOFFg,Toolroom Records,444000,2770,128,12,3355.0,none
Dpy2OFbDb14,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5BRjM0QjE1OEFBQzY2RjI0,2023-03-21 16:00:08+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,793000,15058,738,49,3531.0,none
zr9BN104Vvk,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4zOURDMEM5NTEyNzE4NkE1,2023-03-21 17:06:20+00:00,public,UCC1qRH2kSGu7AzBwqEPVnjg,Anjunabeats,314000,6531,248,20,3630.0,none
Djir80x14AY,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4wMTA1NjJCQ0MxMTU2MjY0,2023-03-22 10:00:17+00:00,public,UC8eXqFK48M3bBSmMO1FRgIA,drumcodeofficial,358000,13138,549,92,5360.0,none
NSSHtPx2ZiM,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS41MUU1NUJBRDFBRDFFOTMy,2023-03-22 12:00:14+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,793000,39965,1712,140,3551.0,none
nZ7XL_rxx2w,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS41REMxRUE0MEI2NzBFQzM2,2023-03-22 14:00:36+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,793000,4678,284,34,3320.0,none
bI-7Fxj3318,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS43Qjg4QTVBRDAwOEI5N0I0,2023-03-22 16:00:19+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,793000,13818,616,30,3549.0,none
jDNmsliv3ac,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS44NERDRTZCMzFDOUJGNEUz,2023-03-22 16:00:36+00:00,public,UCpDJl2EmP7Oh90Vylx0dZtA,Spinnin' Records,29900000,17079,754,35,3604.0,none
jSVh2ei4Zww,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5DMDkxQTVCNkZGNzA5RkRF,2023-03-22 19:00:09+00:00,public,UCpYkkFDnvHka9CBuwxPpqXw,UKF On Air,188000,40827,1755,307,5470.0,none
qtYyU5xmHkg,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5CRjczMkQ3RjZCNEJFOUEx,2023-03-22 23:13:07+00:00,public,UCNVeD_tHABqF-fvbe20ZsPA,Aly & Fila,145000,9186,354,24,7189.0,none
IfEFWF1JJuA,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5GMTUxNDFCMDk3NUU5RDRD,2023-03-23 12:00:12+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,793000,7921,430,26,3648.0,none
o7p4CfBy3uk,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS41Q0QyNzZFNTA4QzQ3RkZD,2023-03-23 13:21:32+00:00,public,UC8eXqFK48M3bBSmMO1FRgIA,drumcodeofficial,359000,1962,106,12,3199.0,none
LgTBJs1vcDk,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS45REQ1MDIyMTE1RjM0MjRG,2023-03-23 14:00:12+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,793000,3279,243,33,3576.0,none
aS2h5AGAnbs,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5ERjczNzU3RTZFQjlCRkU3,2023-03-23 16:00:01+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,793000,14199,640,63,3600.0,none
hlg3WNTHFOA,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5DODc1OEM2OTBBNzMyNDU3,2023-03-23 16:00:20+00:00,public,UCiiN5Ld9pGMwcYrLUJfYlCQ,Mixmash Records,137000,217,13,1,3549.0,none
bZDwTiLz9mc,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4zRUJCNzlBMjA1MjEyMzM0,2023-03-23 16:32:26+00:00,public,UCpDJl2EmP7Oh90Vylx0dZtA,Spinnin' Records,29900000,16771,539,30,3467.0,none
W2bY4ilYsgY,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4yNkY5RDIyNDhFODk5M0Q2,2023-03-23 17:01:32+00:00,public,UCbDgBFAketcO26wz-pR6OKA,Anjunadeep,555000,18894,570,64,3375.0,none
Y7ALAN2si0Q,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS43RjM3NzM3MzM1Q0Q5M0U4,2023-03-23 21:05:39+00:00,public,UCLFiirHOF-wa3QRExEa4m8A,Nicky Romero,1540000,6977,296,11,3515.0,none
HFhaJxako-g,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42NTc3Q0VCQkM2M0IwRUVG,2023-03-23 21:11:06+00:00,public,UCu5jfQcpRLm9xhmlSd5S8xw,Armin van Buuren,5470000,119877,3972,165,7220.0,none
8UctpKOA5fQ,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4wNTZBNkVCNTlGMkRFOUQx,2023-03-24 09:00:05+00:00,public,UCO0sfpPwj3PGVVH_jiqBA6A,Future House Cloud,277000,1991,67,5,3771.0,none
dRgWbXA9AO4,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5CQTA4QTQwNzMyODQyRjQw,2023-03-24 14:00:23+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,793000,13618,591,37,3638.0,none
LdzLLxS2YPE,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5DNjZDM0JBRDkyMDI1RDdF,2023-03-24 15:00:12+00:00,public,UCPk3RMMXAfLhMJPFpQhye9g,Tiësto,6440000,59048,1829,146,3619.0,none
37nyD5Kt1Ag,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4xRjY5MUZBQkVGNjQzMTFD,2023-03-24 16:00:02+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,793000,7137,359,26,3603.0,none
zl1YZSbsYZ8,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5DNUM2MERBNEJGOEYwQ0M4,2023-03-24 16:00:06+00:00,public,UCDVKYPXwdYUQfgA05CkyFSg,GameChops,546000,11438,624,37,1616.0,none
bY5nWDtgnMA,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4wMjQ4QTBGMDFDNTg3Qzk3,2023-03-24 21:00:08+00:00,public,UCmKm7HJdOfkWLyml-fzKlVg,Afrojack,2550000,5807,248,9,3624.0,none
eSBdF9EaQvQ,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4zQ0RGMzg2MkM4QzdFRkU4,2023-03-24 21:00:09+00:00,public,UCd61k-5ykv_4RIbQg-Mpvrg,Timmy Trumpet,625000,14355,413,47,3663.0,none
LJjcNZH_o1k,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5FNUM1Nzc3MDUwMTc4MDZE,2023-03-24 21:09:37+00:00,public,UCVE-ybBDg3UHSUylEVdPAsw,Above & Beyond,1090000,54269,1160,75,7205.0,none
0FJgueOk3sw,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4yNjQ5RkMwRUMxOTk3NTYy,2023-03-24 23:31:40+00:00,public,UCr45VhwCBYwMfdN-gz7W_OA,Insomniac,563000,1330,60,8,7046.0,none
GrJs8aLfA94,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4zMDkxOUU2NTA2NzU4MDlG,2023-03-25 05:02:19+00:00,public,UCmKm7HJdOfkWLyml-fzKlVg,Afrojack,2550000,329487,9694,925,3509.0,none
XSxo_8CgwV8,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4zQzg2NDlFMTU1Njg5NUNE,2023-03-25 07:11:13+00:00,public,UCGXkgynD9YyoEIVyqpaUElw,Enhanced Music,93100,2044,95,6,7205.0,none
o3YadwGH0ZA,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42Mjg1QTc4NjFBNjAzQUZC,2023-03-25 09:10:00+00:00,public,UC5H_KXkPbEsGs0tFt8R35mA,Martin Garrix,14600000,1000420,33807,2263,4285.0,none
Tq9OBXLlwbM,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5DNDk5MTU4OUE3RDUzMUEz,2023-03-25 12:00:17+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,794000,6316,351,32,3578.0,none
JIgiCFu_Ke0,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5ERTU4MzcxNjZEMEEwMUUz,2023-03-25 14:00:09+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,794000,3684,256,17,1560.0,none
_KE8hkDaqR8,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42MUQwRUNFOEVCM0UwRkY2,2023-03-25 15:00:09+00:00,public,UCtZZIenge-VfCE1eAXgLd4g,Culture Shock by Vintage Culture,11100,0,1,0,3501.0,none
hS5bGnjBnkQ,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5DN0M1NDMxNDk0MUZERjAz,2023-03-25 15:00:23+00:00,public,UCuCFbUOszL3QkYVUWZzKH8Q,Musical Freedom,731000,1974,106,9,3557.0,none
QR8vwJaj-jI,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5FRDQwOTY0RUM1MkJBRjVC,2023-03-25 16:00:07+00:00,public,UCGZXYc32ri4D0gSLPf2pZXQ,Armada Music TV,5120000,3656,218,13,4143.0,none
sPe3gikJ96o,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4wRTAyOUIyOUVDRTM4MThD,2023-03-25 16:00:08+00:00,public,UC-EVnno6x6-aAG6g1ZVoN3A,Oliver Heldens,847000,12,5,0,5121.0,none
