video_id,item_id,release_date,status,channel_id,channel_name,subscribers,views,likes,comments,duration,live_status
4FD0xFVUqUQ,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4zOTREQ0IzOTRCMEY0OUI3,2023-04-29 16:59:07+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3430000,15304,441,48,3416.0,none
yeMpB9BxxKo,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS40MEQ0MjJGMjgwRTMwMjY4,2023-04-29 17:56:10+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3430000,32919,824,53,3518.0,none
g5neJMzQ32s,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4yMjJFNTg4MDUyRTdDMUU5,2023-04-30 02:27:39+00:00,public,UCr45VhwCBYwMfdN-gz7W_OA,Insomniac,565000,2156,91,4,7063.0,none
2sWlnnVQVsU,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4wQzc3MjY1RERBRERGQzhB,2023-04-30 09:00:01+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,800000,3957,237,9,3579.0,none
gfBocHPLhOo,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS41QzkyNjU3N0YyMUFDNERD,2023-04-30 13:00:24+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,800000,3515,235,16,3465.0,none
s-WEwGcVnng,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42QzYxMTg1RkQzNUU3MzZG,2023-04-30 15:00:29+00:00,public,UCpDJl2EmP7Oh90Vylx0dZtA,Spinnin' Records,30000000,15881,822,38,3535.0,none
t4pMb5ObBNU,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS43NTg3ODExQzZCMkY0NDUy,2023-04-30 18:30:11+00:00,public,UC5nc_ZtjKW1htCVZVRxlQAQ,MrSuicideSheep,12800000,29477,1447,64,2627.0,none
GpMbA2rhd00,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4xNzg4NDE5QTE3QUEyQkVF,2023-05-01 09:00:17+00:00,public,UCdUXAN90UQV4sxNehj5Vflw,Nora En Pure,355000,49111,1175,89,3530.0,none
vUhBemQCB4s,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5GQUIwQjYxOURCQjYxMzcw,2023-05-01 09:00:37+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,800000,3765,187,15,3609.0,none
CWQG2RGbUSQ,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4wNTJCNkI3NkQ1N0Q4NTRE,2023-05-01 11:26:07+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,800000,35287,1607,90,2712.0,none
PS-auIJ4_5A,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5GMDQwQkI4M0FCNUJERDI3,2023-05-01 11:00:16+00:00,public,UCGZXYc32ri4D0gSLPf2pZXQ,Armada Music TV,5130000,19769,272,37,3577.0,none
JNuLaSGojKo,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5DODQ5NTkyRkJCMjg1MjVF,2023-05-01 13:00:11+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,800000,2458,157,6,3200.0,none
KvXOgdu9A7g,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS43MjUxQ0RCRTBDRjg2QTlC,2023-05-01 14:00:24+00:00,public,UC3S6m1mbQbyYed33uK3-n1w,Smash The House,334000,470,27,3,3559.0,none
UN6-fjadCgo,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5DQkY5RUExRTBBMEI4ODRC,2023-05-02 09:00:27+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,800000,2005,143,5,3576.0,none
3H8DDTbtqhs,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4wNDBBOUVFMjUwQkFEOTc5,2023-05-03 04:03:18+00:00,public,UCC1qRH2kSGu7AzBwqEPVnjg,Anjunabeats,320000,5949,265,14,3575.0,none
kGWEiPcbhiw,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5CQUE1QkI0ODQxOEQ2N0JB,2023-05-03 07:00:31+00:00,public,UC8eXqFK48M3bBSmMO1FRgIA,drumcodeofficial,362000,7038,269,26,3628.0,none
0HMisncxZLU,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42Qzg4M0FDMDk4QTk5QTg2,2023-05-03 09:00:00+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,800000,4112,211,8,3565.0,none
C9_y3Lb6bk4,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42ODJDRkE0MTMxRDdGMzVE,2023-05-03 13:00:08+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,800000,4108,202,21,3420.0,none
lasqd8I6nmY,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5EM0Y3Q0RGNUY3Njc2RTRF,2023-05-03 14:00:35+00:00,public,UC3S6m1mbQbyYed33uK3-n1w,Smash The House,334000,1591,77,1,3599.0,none
XJJ6DZETk5A,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5DMjA2NjlCMTdEQkRENzJC,2023-05-03 15:00:08+00:00,public,UCBIfsPaQviN1LpnkWQvAGMQ,1001Tracklists,121000,1025,61,9,1592.0,none
M6Y6YlUzq50,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS44NTA0NkNEMERGMjY5MjYz,2023-05-03 22:10:44+00:00,public,UCNVeD_tHABqF-fvbe20ZsPA,Aly & Fila,145000,9691,373,21,7149.0,none
JR30a7hQ1Lo,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS41QUVFNzkwMzFGQzc5MzNB,2023-05-04 03:12:18+00:00,public,UC-EVnno6x6-aAG6g1ZVoN3A,Oliver Heldens,851000,14803,384,22,6626.0,none
CnrJozXdyvM,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5DNDUyMEU1NjU2NzA3QkQ0,2023-05-04 09:00:08+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,800000,2644,162,11,3631.0,none
9pT_aIiDBHQ,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5BMTdFNTk3NEEyOUVBQTBD,2023-05-04 12:00:08+00:00,public,UCGXkgynD9YyoEIVyqpaUElw,Enhanced Music,94100,416,37,5,1136.0,none
5HCGQoXdIgo,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4zMkVDRkFGMzQ0NTNFMkU4,2023-05-04 13:00:08+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,800000,5058,223,8,3621.0,none
KprwAdN87L8,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5CQTY5RTJGODcyMTI5MjQ0,2023-05-04 13:42:09+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3440000,121095,2013,221,3004.0,none
Bf4lPamZ8YU,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4yNUMxRTZGODRBMzA0NzUz,2023-05-04 15:00:13+00:00,public,UCiiN5Ld9pGMwcYrLUJfYlCQ,Mixmash Records,137000,245,21,1,3718.0,none
KMD7UVX8B1c,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS40MjcxOUIzRUE1MkZCOTdB,2023-05-04 15:34:39+00:00,public,UCpDJl2EmP7Oh90Vylx0dZtA,Spinnin' Records,30000000,13454,522,18,3526.0,none
BoaUfTPklq4,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42RkFBQzJGN0M5QzU2QzJF,2023-05-04 15:38:08+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3440000,12999,489,84,3141.0,none
S1zYYpP4BaY,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4wQkJGQjE4QTY2MkM1NEFE,2023-05-04 16:00:09+00:00,public,UCpiZh3AGeTygzfmUgioOFFg,Toolroom Records,448000,2650,132,14,3743.0,none
LE45IXRPnqE,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS45QzQ0OTJCNkY0RDA1NDUz,2023-05-04 16:12:08+00:00,public,UCbDgBFAketcO26wz-pR6OKA,Anjunadeep,572000,13466,433,43,3703.0,none
9D-NU-VUT1A,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42NkU3NTVCNkNBOEVCQzk2,2023-05-04 16:30:08+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3440000,64424,782,96,3728.0,none
JMTky3Bw3UY,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4wRTI2MEVDREEwRTA1NTcx,2023-05-04 17:32:10+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3440000,25742,1077,143,3199.0,none
xufWAdVac5M,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4yQjMzOUFENTE4REI0QTdC,2023-05-04 19:00:22+00:00,public,UCpDJl2EmP7Oh90Vylx0dZtA,Spinnin' Records,30000000,16638,723,46,2425.0,none
zlWf0xWuiiQ,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5BNEM5QkEwNzhDQ0VGMjBC,2023-05-04 20:05:10+00:00,public,UCLFiirHOF-wa3QRExEa4m8A,Nicky Romero,1540000,10630,559,26,3570.0,none
rFP7g5sm4UA,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5FNkY3N0VEMTQ2MDcxQjU4,2023-05-04 20:16:46+00:00,public,UCu5jfQcpRLm9xhmlSd5S8xw,Armin van Buuren,5500000,173520,5735,304,7330.0,none
8ZY24mHUd5Y,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5BMTAzNzRDQjU3NjdFMDY0,2023-05-05 04:00:06+00:00,public,UCLOgD3uxJsoQagP8lFCuvow,AREA21VEVO,17,36452,1975,150,2794.0,none
ujGzMMNYRLo,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS44OURDRjcwMzQzRTQwNDU5,2023-05-05 08:30:00+00:00,public,UCO0sfpPwj3PGVVH_jiqBA6A,Future House Cloud,283000,1773,63,8,6643.0,none
xaQAkplhnAg,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5EOTQ3NDRBQTBGRTBGNzE4,2023-05-05 10:00:43+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,800000,26423,1089,69,2676.0,none
LCygnZZ4qaI,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4wOEFGRDAxOEY0ODc5MThF,2023-05-05 14:00:22+00:00,public,UCPk3RMMXAfLhMJPFpQhye9g,Tiësto,6480000,64430,1929,196,3611.0,none
-YH8LvRnLfc,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5GMTg5MEM1RDk2REYzMDZG,2023-05-05 16:00:09+00:00,public,UCBIfsPaQviN1LpnkWQvAGMQ,1001Tracklists,121000,30590,108,30,3702.0,none
JIATf3h45pY,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4xMDUxQzZCMkE4RENGRDg3,2023-05-05 20:00:07+00:00,public,UCmKm7HJdOfkWLyml-fzKlVg,Afrojack,2550000,11221,321,15,3610.0,none
wQxMROIMocM,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS44NERFMEVENDAyNjMxMzRD,2023-05-05 20:06:53+00:00,public,UCVE-ybBDg3UHSUylEVdPAsw,Above & Beyond,1090000,62298,1214,38,7203.0,none
rwEkLOjfit0,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5GNEM0REI5NDJCQjQzQzc0,2023-05-06 06:07:37+00:00,public,UCGXkgynD9YyoEIVyqpaUElw,Enhanced Music,94200,1589,84,8,7205.0,none
thXQq-ojobI,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5BRkJBQzBEMzQ2QUE1QzY0,2023-05-06 06:53:33+00:00,public,UCd61k-5ykv_4RIbQg-Mpvrg,Timmy Trumpet,642000,12656,377,44,3491.0,none
IfrmPE4ptrI,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42NzUzMTdFQzQzOEQ5N0Yw,2023-05-06 13:00:07+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3440000,219839,4882,277,3359.0,none
rFRQ0VC1uX8,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4zMDQ1RTg3MjlCQjE2RTBF,2023-05-06 13:56:09+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3440000,352267,10664,698,3840.0,none
iWbUO3206yw,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42Q0U4N0Q2QUE3ODEyOEJE,2023-05-06 13:00:30+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,800000,12097,488,39,3619.0,none
lZ4csaFw_tk,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5CNDNGQzBGRjZFMDA0Nzkx,2023-05-06 14:00:29+00:00,public,UCuCFbUOszL3QkYVUWZzKH8Q,Musical Freedom,734000,2219,100,2,3583.0,none
qiQHqYb3B0I,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5GMkMzNjhGRENGMzcyQTk5,2023-05-06 15:00:07+00:00,public,UCtZZIenge-VfCE1eAXgLd4g,Culture Shock by Vintage Culture,11200,5427,227,19,3581.0,none
nOjx0JNEWLY,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4xMEJCQjc0NzI3NDQ0RDdF,2023-05-06 15:00:07+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3440000,12211,293,33,3505.0,none
P1ZE8dQxoNQ,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5CNTBGRThGREQxQzMyOUY2,2023-05-06 15:58:11+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3440000,11690,194,28,3512.0,none
pwg3NFJIbp0,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5DOTkxNTk1NTMxQzc2MzA1,2023-05-06 16:00:06+00:00,public,UC-EVnno6x6-aAG6g1ZVoN3A,Oliver Heldens,851000,20218,484,38,6636.0,none
VKOh2z7GkMI,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4zQzdFMjY2NkE3ODM0MUUy,2023-05-06 16:56:06+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3440000,42411,1204,89,3742.0,none
c0XdPzIml0Q,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS44QzUyQTkwREIxRTQwMjAw,2023-05-06 17:58:08+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3440000,33811,875,48,3478.0,none
6YTXExnPsMU,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5BQ0I2MjdBQjdBRDIzOUEx,2023-05-07 14:00:03+00:00,public,UCbDgBFAketcO26wz-pR6OKA,Anjunadeep,573000,14234,520,48,2038.0,none
X3-Lb-CErDA,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4yNDFCRjBFMkJFQUY1NDlG,2023-05-08 08:51:50+00:00,public,UCdUXAN90UQV4sxNehj5Vflw,Nora En Pure,356000,49381,1242,133,3552.0,none
njxS_KzbREc,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4yMzI4RUQ2NkZEOTg0NjZC,2023-05-08 11:00:36+00:00,public,UCGZXYc32ri4D0gSLPf2pZXQ,Armada Music TV,5130000,3628,220,37,3591.0,none
CqcRxVdmZSM,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS40NkJDMzVFQkExQzQ3NTUx,2023-05-08 14:00:13+00:00,public,UC3S6m1mbQbyYed33uK3-n1w,Smash The House,334000,614,45,2,3357.0,none
wefdSirrT5A,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42OUNCNjkyRDA3QzUyNTky,2023-05-08 18:10:43+00:00,public,UCr45VhwCBYwMfdN-gz7W_OA,Insomniac,565000,1577,64,5,7197.0,none
y_2maM1O9is,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4xRTJFM0FBNzEwOEMxMkFG,2023-05-09 18:35:27+00:00,public,UCB-7IEpKGIdXkgGUObE5D5A,STMPD RCRDS,518000,10717,672,79,3600.0,none
YruKueTDCuQ,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS44QjZGNTQ0RjFCQjhERjA3,2023-05-10 05:07:35+00:00,public,UCC1qRH2kSGu7AzBwqEPVnjg,Anjunabeats,320000,7206,281,17,7190.0,none
hH0jertGxAk,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5DQTc5RjZCNkFCMzg5Q0Uz,2023-05-10 07:00:30+00:00,public,UC8eXqFK48M3bBSmMO1FRgIA,drumcodeofficial,362000,6466,292,9,3589.0,none
UkygvdJ1_Ow,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4zREQ3QUU5RjRBNzAyREE1,2023-05-10 14:00:18+00:00,public,UC3S6m1mbQbyYed33uK3-n1w,Smash The House,334000,1429,91,1,3317.0,none
QQn3igI0dg0,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5EQjIzMkMwQ0UxMTdCMTcy,2023-05-10 14:02:10+00:00,public,UCXvSeBDvzmPO05k-0RyB34w,Future House Music,1160000,9485,256,77,3634.0,none
AtO8ElJlEVo,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5CNTM1OERCQzY5RjI2ODM1,2023-05-11 07:00:04+00:00,public,UC8eXqFK48M3bBSmMO1FRgIA,drumcodeofficial,362000,1858,79,10,3709.0,none
ywiuD7lvbfk,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS41NUFEOTQ1MjlCREI2OUM3,2023-05-11 10:10:46+00:00,public,UCNVeD_tHABqF-fvbe20ZsPA,Aly & Fila,146000,9274,332,35,7171.0,none
pB7L3roTOkQ,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4zRjczQjA0NUZBQUMyRTRB,2023-05-11 11:00:10+00:00,public,UCGZXYc32ri4D0gSLPf2pZXQ,Armada Music TV,5140000,8541,425,43,4136.0,none
-WEmhumEXj0,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS43NTM2RTgxNTI5M0Q3MTlG,2023-05-11 13:00:09+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3450000,16421,393,30,2720.0,none
JfCiCPVHhIE,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS44NUI2MjY2QTI3QjVGRUU4,2023-05-11 13:45:10+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3450000,8881,251,31,2686.0,none
SioPdtPlhs0,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42RTk2QUEyMEU2NEExNjk0,2023-05-11 14:30:07+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3450000,13730,365,30,4428.0,none
Ri5qENncn54,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5GQUI0ODVFMTIzNzkyNkIw,2023-05-11 15:44:07+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3450000,12336,267,75,3575.0,none
ENgTXMKQsdE,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5CNUQ2MTYwMDE1OTBGRTND,2023-05-11 15:00:09+00:00,public,UCiiN5Ld9pGMwcYrLUJfYlCQ,Mixmash Records,137000,220,16,1,3690.0,none
laLvrE1Zga0,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5FMjAwNDFFNDgyQUQxMDIy,2023-05-11 15:38:40+00:00,public,UCpDJl2EmP7Oh90Vylx0dZtA,Spinnin' Records,30000000,14529,534,12,3481.0,none
HQiZsou9wEc,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5ENkJCNzNEQjExRDlEOUEz,2023-05-11 16:12:45+00:00,public,UCbDgBFAketcO26wz-pR6OKA,Anjunadeep,573000,17421,429,34,3975.0,none
oB34MF5Dz-4,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS40QkYzNUQyODU2NjM0Qzk1,2023-05-11 16:43:06+00:00,public,UCGBpxWJr9FNOcFYA5GkKrMg,Boiler Room,3450000,15754,338,38,4475.0,none
FsLkZICQoFw,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS43OEQ3MDJDRTc3RUIwQTQ1,2023-05-11 17:00:11+00:00,public,UCpiZh3AGeTygzfmUgioOFFg,Toolroom Records,448000,2524,160,21,3671.0,none
rbY9oqnGOnQ,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4zODZBREVCQzFCQUIyNzND,2023-05-11 17:00:24+00:00,public,UCrUT57KGEzrCrmLb4PRgluw,DIM MAK,558000,29262,1160,4,2843.0,none
phjXNRlq5ns,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS43NjY4MzEzMzdFMTFGQTcx,2023-05-11 18:00:07+00:00,public,UCpYkkFDnvHka9CBuwxPpqXw,UKF On Air,193000,12679,691,66,4591.0,none
SKPMlZ5AiJ8,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4yNEYwODdCOEU4QUVGMkYy,2023-05-11 20:02:33+00:00,public,UCLFiirHOF-wa3QRExEa4m8A,Nicky Romero,1540000,9462,421,12,3361.0,none
DQt8be1wmj0,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS41MDY3MUQxQTJBMkU0MEU1,2023-05-11 20:13:06+00:00,public,UCu5jfQcpRLm9xhmlSd5S8xw,Armin van Buuren,5500000,126619,3968,237,7335.0,none
SC2b0bCtHVU,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5GRThCODI4NjA1N0M5Qzk2,2023-05-12 08:20:48+00:00,public,UCO0sfpPwj3PGVVH_jiqBA6A,Future House Cloud,284000,34409,194,10,8205.0,none
B-uCdgPVMAA,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4wMTQ1NzE0MzNCMzVCNDc0,2023-05-12 11:42:08+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,801000,33379,1334,79,2697.0,none
bw-RnBYrznM,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS43MDE3OUQ0RjI4RTJFQTND,2023-05-12 12:36:40+00:00,public,UCBIfsPaQviN1LpnkWQvAGMQ,1001Tracklists,121000,2571,140,21,2630.0,none
6D2w1lfU8hk,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS43NjRBN0I0RUE3NjlGM0VF,2023-05-12 14:00:02+00:00,public,UCPk3RMMXAfLhMJPFpQhye9g,Tiësto,6490000,59240,1743,160,3588.0,none
YXjfct94ES8,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42MDUxMENGQjBBODM4RjUy,2023-05-12 16:00:10+00:00,public,UCGXkgynD9YyoEIVyqpaUElw,Enhanced Music,94300,2075,151,49,10801.0,none
xsd6c_L3LRU,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS5BMDEzMEIxQjNEQTQzQzE0,2023-05-12 18:30:09+00:00,public,UC5nc_ZtjKW1htCVZVRxlQAQ,MrSuicideSheep,12800000,30827,1504,44,2305.0,none
VDIlPwBNwbA,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS42ODM2Qzk4MTBCQTY0MDNB,2023-05-12 20:00:08+00:00,public,UCd61k-5ykv_4RIbQg-Mpvrg,Timmy Trumpet,643000,22718,547,52,3574.0,none
CXCcSXkp4Zk,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS40N0U3RTc0M0E5NjE0NUFB,2023-05-12 20:00:11+00:00,public,UCmKm7HJdOfkWLyml-fzKlVg,Afrojack,2550000,7654,290,11,3607.0,none
8yyf3CLQRDc,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4xMzY0MzI4NTZEQ0ExMDMy,2023-05-12 20:07:19+00:00,public,UCVE-ybBDg3UHSUylEVdPAsw,Above & Beyond,1090000,50853,1092,46,7202.0,none
0hANU1W_X9o,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS40NEY5NUZGQkQ2RDBDNkZE,2023-05-13 08:12:45+00:00,public,UCU4gE6_3JrqOXBlA2npWiBw,TritonalTV,137000,702,52,7,3601.0,none
ZrDt13AIW3I,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4wNTgzMTkxMUUwQjU4RTFD,2023-05-13 11:00:33+00:00,public,UCalCDSmZAYD73tqVZ4l8yJg,A State Of Trance,801000,4620,288,28,1490.0,none
3ZbpnStqVJE,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS4zMjM1RjY1Mzk2RDI3NzBE,2023-05-13 14:00:04+00:00,public,UCuCFbUOszL3QkYVUWZzKH8Q,Musical Freedom,734000,2828,138,7,3595.0,none
bVaTTqOe8SE,UExPTVVkUUZkUy1YTUo0TkZISmxTQUxZQXQ0bC1MUGdTMS40NTM1QkUwQkRGNTA2OUE5,2023-05-13 15:00:08+00:00,public,UCtZZIenge-VfCE1eAXgLd4g,Culture Shock by Vintage Culture,11300,6109,249,15,3402.0,none
